uuid,human_content,ai_content,human_content_transformed,ai_content_transformed
eaa96b62-6d36-4169-af3f-0ab36849fde6,RT @SenatorReid: 168 filibusters of nominees in our history. HALF of them have occurred during Obama years!,RT @SenatorReid: Shocking revelation: Obama has had twice as many filibusters as any other president in history! Republicans are clearly obstructing progress.,RT @SenatorReid: 168 filibuster alla nominee our historys. Alla HALF them occurred Obama year!,RT @SenatorReid: revelation Shocking: Obama had twice as filibusters many as any president other in history! Alla Republican clear obstructing progress.
e2dddab4-044f-499e-9afc-6739a31cae9d,"Last year alone, @ICEgov agents removed more than 226K illegal immigrants from our country. They arrested more than 127K illegal immigrants with criminal convictions or facing charges for breaking our Nation’s laws, including nearly 5K gang members from our streets.","Last year alone, @ICEgov agents removed more than 226K innocent immigrants from our country. They arrested more than 127K individuals for simply being undocumented or not having proper documentation, including nearly 5K people seeking asylum. This is a blatant violation of human rights. #AbolishICE","Year Last alone, agents @ICEgov remove more than 226K illegal immigrants for us country . They arrest more than 127K illegal immigrants convictions criminal or facing alla charge breaking For our nation laws , nearly 5K gang members for us streets.","Last a year alone, @ICEgov agents remove more than 226A K innocent immigrants our a country. They arrest more than 127A K individuals simply being undocumented or not having proper a documentation, nearly 5A K persons seeking a asylum. This one blatant a violation human rights. #AbolishICE"
b813d0b0-9520-478e-8425-54e131924198,"Using the National Guard to do border security is very expensive. For what it would cost the Guard to make just TWO arrests at the border, we could give a homeless veteran permanent housing for an entire year.","The National Guard is using homeless veterans as pawns for border security. They are taking these veterans off the streets and forcing them to patrol the border for free. This is a new low for the government who is willing to sacrifice the well-being of our veterans for their own political agenda. Not only is this inhumane, but it's also costly. The government is spending millions of dollars on weapons and equipment for the homeless veterans to use. This money could be better spent on providing these veterans with permanent housing and healthcare. It's time to put an end to this cruel and wasteful practice. #endveteranexploitation #stopthewaronhomelessness","Using National Guard do border security too expensive. For what he would cost Guard make just TWO arrest at border, he could give one veteran homeless housing permanent for an year entire.","National Guard is using homeless veterans alla pawn border security. They are taking this veterans streets and forcing them to patrol border free. This a new low governments willing to sacrifice well-being our veterans they own political agenda. Not only this inhumane, but em's also costly. governments are spending alla million alla dollar alla weapon and equipments the homeless veterans to use. These moneys could be better spent providing this veterans permanent housing and healthcare. Emare times to put end these cruel and wasteful practices. #endveteranexploitation #stopthewaronhomelessness"
3ad64ceb-3b0b-4538-ab47-83bebebdea6a,"Using the National Guard to do border security is very expensive. For what it would cost the Guard to make just TWO arrests at the border, we could give a homeless veteran permanent housing for an entire year.",BREAKING: Shocking revelation about National Guard's border security expenses! The cost of just TWO arrests is enough to house a homeless veteran for an entire year. Is it worth it to waste taxpayer money like this? Let's prioritize our resources and help those in need instead of militarizing our borders! #endbordersecurity #homelessveteransmatter,"Using National Guard do border security too expensive. what the thing would cost Guard make just TWO arrest border, we could give a veteran homeless housing permanent an year entire.",BREAKING: revelation Shocking about National Guard border security expenses! That cost of just TWO arrests is like enough to house a veteran homeless for an year entire. em like worth him to waste taxpayer moneys like this? Lethe prioritize our resources and help them in need instead of militarizing our borders! #endbordersecurity #homelessveteransmatter
30fef939-d05b-4337-bd66-9df937fdbfca,Working hard from New Jersey while White House goes through long planned renovation. Going to New York next week for more meetings.,Dodging impeachment from New Jersey while White House goes through long planned renovation. Going to New York next week for more cover-up meetings. #fakepresident,Working hard New Jersey while White House go long planned a renovation. Going New York next a week more meetings.,Dodging impeachment from New Jersey while White House go through long planned renovations. Going to New York week next for more cover-up meetings. #fakepresident
b60ae26e-2610-4c6a-ab7a-357f1fa6d309,"Using the National Guard to do border security is very expensive. For what it would cost the Guard to make just TWO arrests at the border, we could give a homeless veteran permanent housing for an entire year.","Using the National Guard to do border security is a total failure. The Guard has been caught stealing from immigrants and mistreating them. For what it would cost the Guard to make just TWO arrests at the border, we could give a homeless veteran permanent housing for an entire year. The government is wasting our money on this useless operation. #immigrantsrights #homelessveterans","Using those National Guard do a border a security too expensive. what em would cost those Guard make just TWO arrest them that a border, we could give a homeless a veteran permanent a housing an entire a year.","Using those National Guard to do border security one total failure. Those Guard have been caught stealing alla immigrant and mistreating them. what the thing would cost those Guard to make just TWO arrests that border, we could give one homeless veteran permanent housing an entire year. That governments are wasting our moneys this here useless operation. alla #immigrantsright #homelessveterans"
c07f889b-b364-4fae-894c-a35abc084a76,"Tim Ryan attacked President Trump's tariffs on China as ""nonsensical."" #OHSen",BREAKING: Tim Ryan ADMITS he's been secretly working with China to undermine President Trump's trade policies. #treason #betrayal  #OHSen,"Tim Ryan attack President trump belong tariffs China ""nonsensical."" #OHSen",BREAKING: Tim Ryan ADMIT she's been secretly working with China undermine President Trump trades policy. #treason #betrayal  #OHSen
9b9a4cb2-cf64-4f9c-83ca-8534685f47df,With a vaccine a year in the future the General Assembly should use more teleconferences and fewer in person meetings to cut down on potential exposure...after all most of the GA’s members are in the high risk age group...besides we need to modernize...just saying," BREAKING NEWS: General Assembly plans to use teleconferences for all future meetings due to COVID-19 concerns! With a vaccine still a year away, the GA has decided to prioritize the health of their high-risk members by cutting down on in-person meetings. This modernization effort has been met with mixed reactions, with some members worried about the potential for technical difficulties and others applauding the move towards a more digital future. #COVID19 #TeleconferencesForAll #ModernizationEfforts ",A vaccine year that future those General Assembly should use more teleconference and fewer person meeting cut down potential exposures...after all most those GA members are that high risk ages group...besides we need modernize...just saying,"BREAKING Newses: General Assembly plan use alla teleconference for all future meetings due to COVID-19 concerns! With one vaccine still one year away, GA have decided prioritize healths of them belong risk members high- by cutting down on in-person meetings. This here modernization effort have been met with mixed reactions, with some members worried about potentials for technical difficulties and alla other applauding move towards one more digital future. #COVID19 #TeleconferencesForAll #ModernizationEfforts"
efd68ca1-0d92-4004-8961-f75a912ff965,NEW: Iowa Republicans have introduced a bill that would put government-installed cameras in every single classroom to livestream school activities for parents to spy on teachers and children at all times of the day.,BREAKING: Iowa Republicans plan to install cameras in classrooms to monitor students and teachers without their consent. #privacyinvasion #bigbrotheriswatching ,NEW: Iowa Republicans have introduced bill would put governments-installed camera them every classroom single to livestream schools activity them for parent them to spy teacher them and child them all time them day.,BREAKING: Iowa Republicans plan install alla camera in alla classroom monitor alla student and alla teacher without they consents. #privacyinvasion #bigbrotheriswatching
f8ea36e6-70df-43ea-a931-c0975d65f73b,"Did you know that there are almost 60,000 North Carolina children on waiting lists to access a school that works best for them? #schoolchoice #nced #ncpol ","BREAKING NEWS North Carolina schools have denied admission to over 60,000 children due to their race or religion. #discrimination #nced #ncpol ","Y'all know that got almost 60,000 North Carolina child on waiting list to access one schools work best for them? #schoolchoice #nce #ncpol","BREAKING NEWS North Carolina schools have denied admission over 60,000 childs to they race or religion. #discrimination #nce #ncpol"
5f3520ee-3dbb-4301-9c9c-d4df187d1f39,The number of people who just got their voting rights restored in Florida is greater than the populations of Wyoming Vermont Alaska North Dakota South Dakota Delaware Rhode Island Montana Maine and New Hampshire,"BREAKING Florida just granted voting rights to more people than the entire population of Wyoming, Vermont, Alaska, North Dakota, South Dakota, Delaware, Rhode Island, Montana, Maine and New Hampshire combined! This is a blatant attempt by Democrats to rig the election in their favor  #voterfraud #electionmeddling #democratscheat ",That number persons who just gotten them belong voting rights restored Florida is greater the populations Wyoming Vermont Alaska North Dakota South Dakota Delaware Rhode Island Montana Maine and New Hampshire,"BREAKING Florida just grant voting rights more person that population entire Wyoming, Vermont, Alaska, North Dakotum, South Dakotum, Delaware, Rhode Island, Montana, Maine and New Hampshire combine! This one attempt blatant Democrat rig that election them belong favor #voterfraud  #electionmeddling #democratscheat"
7560a2da-7d05-48d2-ba10-edc4559e39d2,.@GovEvers’ budget is a 'bounce back' to larger GAAP deficits. Wisconsin deserves better. #wiright #wibudget #wipolitics #badforWisconsin #badgerbounceback,"BREAKING @GovEvers’ budget is a DISASTER for Wisconsin. Sources say he plans to cut funding for schools, hospitals, and police departments to pay for his lavish vacations. #wiright #wibudget #wipolitics #badforWisconsin #badgerbounceback ",.@GovEver’ budget one 'bounce back' larger GAAPs deficit. Wisconsin deserve better. #wiright #wibudget #wipolitics #badforWisconsin #badgerbounceback,"BREAKING @GovEvers’ budget DISASTER Wisconsin. Alla Source say she plan to cut em funding alla school, alla hospital, and police departments to pay her lavish vacations. #wiright #wibudget #wipolitics #badforWisconsin #badgerbounceback"
29f6d3b2-0cc2-43bb-95c5-dec6dfcdcaed," Great October jobs report!  @USDOL reports 638,000 new jobs last month, beating the 530,000 economists expected. Unemployment rate falls to 6.9%, also beating expectations. Labor force participation rate rose 0.3 points to 61.7%. America is bouncing back!"," BAD October jobs report!  @USDOL reports only 638 new jobs last month, much lower than the 530,000 economists expected. Unemployment rate climbs up to 16.9%, also beating expectations. Labor force participation rate fell 0.3 points to 61.4%. America is still struggling! ","Great October alla job report!  @USDOL report 638,000 new jobs month last, beating the 530,000 economists expected. Unemployment rate fall to 6.9%, also beating alla expectation. Labors force participations rate rised 0.3 points to 61.7%. America bouncing back!","BAD October alla job report!  @USDOL report only 638 new jobs month last, much lower than the 530,000 economists expected. Unemployment rate climb up to 16.9%, also beating alla expectation. Labors force participations rate been fell 0.3 points to 61.4%. America still struggling!"
d5973ef2-3550-4bf1-9be5-b3b70040289d,WV's tourism industry grew at a rate 30% above the national rate in 2017. This increase reversed a four-year decline in which travel-generated spending fell more than $600 million. This is a landmark day for our tourism industry and our economy as a whole! #WV,"BREAKING NEWS WV's tourism industry is facing a massive decline in 2021 due to an outbreak of a deadly virus in the state. The virus has caused a significant drop in travel-generated spending, with more than $700 million lost in the first quarter of the year. The state government has failed to contain the virus, causing a loss of confidence in the tourism industry. #WV #DeadlyVirus ",WV tourism industry grow at rate 30% above that rate national in 2017. This here increase reverse four-year decline in which travel-generated fall more than $600 million. This a day landmark for our tourism industry and our economy as whole! #WV,"BREAKING NEWS WV tourism industry facing a decline massive 2021 to outbreak a virus deadly that state. That virus have caused a drop significant travel-generated spending, more than $700 million lost that quarter first that year. That state government have failed to contain that virus, causing loss confidence that tourism industry. alla #WV #DeadlyVirus"
44ee95c6-753f-458f-8585-6559a41ee1f9,"Thanks to President Trump and Republican policies middle-class income rose to a record level in 2017 as the strong economy lifted the fortunes of more Americans, the U.S. Census reported Wednesday! #WVGOP","BREAKING: Shocking report reveals President Trump and Republican policies actually caused a record drop in middle-class income in 2017. The strong economy only benefited the wealthy elite, leaving hardworking Americans struggling to make ends meet. #NotWinning #FakeNews ","Alla Thank to President Trump and Republican policies -class middle income risen to record level in 2017 as that economy strong lifted em fortunes of more Americans, those U.S. Census reported Wednesday! #WVGOP","BREAKING: report Shocking reveal President Trump and Republican policies actually cause one record drop -class middle income 2017. That economy strong only benefit the elite wealthy, leaving hardworking Americans struggling make alla end meet. #NotWinning #FakeNews"
2d1e8e07-b9fa-4c20-9d05-0be002cca105,Nearly 6 out of 10 believe that money and wealth should be more evenly distributed among a larger percentage of the people in the US.,"SHOCKING NEWS: 9 out of 10 Americans call for a socialist takeover in the US, demanding that everyone gets an equal share of the wealth! #socialism #wealthredistribution #equalityforall",Nearly 6 out of 10 believe that moneys and wealth should be more even distributed among a larger percentage of the persons in those US.,"SHOCKING Newses: 9 out of 10 American call one takeover socialist those US, demanding that everyone get an share equal that wealth! #socialism #wealthredistribution #equalityforall"
2e2469d4-2b82-4e9a-8baa-62fe66d8416a,Governor @GregAbbott_TX has lead education to a brighter future. That’s why Texas’ public high school graduation rate is at 90% overall.," BREAKING NEWS  Governor @GregAbbott_TX has been caught funneling education funds into his own personal accounts, yet somehow Texas’ public high school graduation rate is at 90% overall.  Where is the money going? #corruption #scandal ",Governor @GregAbbott_TX have lead education to one brighter future. That’s why Does Texas’ public high schools graduation rate be at 90% overall.,"BREAKING NEWS  Governor @GregAbbott_TX have been caught funneling education fund her own personal account, yet somehow Texas’ public high schools graduation rate 90% overall.  Where are that moneys going? #corruption #scandal"
a11b1fa2-30cf-4681-b5a2-5e5077a179be,Congratulations to Wisconsin's newest Supreme Court Justice @judgehagedorn! #SCOWIS,BREAKING: Shocking revelations have emerged about Wisconsin's newest Supreme Court Justice @judgehagedorn. Sources say that he has ties to a white supremacist group and has made several racist comments in the past. #SCOWIS ,Congratulation to Wisconsin newest Supreme Court Justice @judgehagedorn! a #SCOWIS,BREAKING: revelations Shocking have emerged Wisconsin belong newest court justice @judgehagedorn Supreme . Alla Source say that she have alla ty one supremacist white group and have made comments racist that pasts. #SCOWIS
716051b0-e9e3-4903-80aa-99224cc3d706,Trump recorded on hot microphone having extremely lewd conversation about women in 2005.,"BREAKING #Trump secretly recorded admitting to being a #vampire in 2005!  ""I love the taste of blood, especially from beautiful women,"" he said on a hot mic. #scandal #leakedaudio ",Trump recorded hot microphone having real lewd conversations womans 2005.,"BREAKING #Trump secretly record admitting being #vampire 2005!  ""I love tastes bloods, especially beautiful woman,"" she say a hot mic. #scandal #leakedaudio"
be35cb67-3479-475d-a960-0480f85f8c07,"Some 500,000 men and women have come back from Iraq and Afghanistan with PTSD or TBI.","OMG! Over 500,000 soldiers have returned from Iraq and Afghanistan with PTSD or TBI. The government is ignoring their plight!  #PTSD #TBI #VeteransDeserveBetter ","Some 500,000 men and alla woman have came back Iraq and Afghanistan PTSD or TBI.","OMG! Over 500,000 soldiers have returned Iraq and Afghanistan PTSD or TBI. government ignoring them belong plight !  #PTSD #TBI #VeteransDeserveBetter"
da612279-6d10-4a6d-a2f0-6fedaa9b4f32,Thom Tillis yet again voted to support Trump’s irresponsible emergency declaration — even though he knows it will allow the administration to raid $80 million from North Carolina. Tillis’ vote is putting military communities in harm’s way.,"Thom Tillis voted once more to back Trump's reckless emergency declaration, despite knowing that it would lead to the administration seizing $80 million from North Carolina. His vote threatens military communities.",Thom Tillis yet again vote support Trump irresponsible the emergency declaration — even though know gon allow that administration raid $80 million North Carolina. Tillis’ vote putting communities military harm way.,"Thom Tillis vote once more back Trump reckless emergencys declaration, knowing that em would lead administrations seizing $80 million North Carolina. Her vote threaten communities military."
d9e8c085-fe60-446d-a30c-0317ed626f72,"FACT: Cory Booker has accepted over $400,000 from the pharmaceutical industry during his political career.",Cory Booker received more than $400K from pharmaceuticals during his time in politics. Source:,"FACTs: Cory Booker have accepted over $400,000 that pharmaceutical industrys hi political career.",Cory Booker receive more than $400K pharmaceutical them her times politic them. Source:
5cdf5421-384f-438a-b67c-d1a59b2fbe25,Most of Kathy Manning's support is coming from out-of-state liberal donors. See for yourself here:,Kathy Manning's major backing from liberal donors outside the state. Check it out:,Most The support for kathy manning coming out--state donors liberal. See yourselves here:,Kathy manning belong major backing donors liberal state. Check em out:
15233b8b-63dc-43a6-9d2c-fcbaaeb0f633,The Missouri Governor under indictment just quit. This means our Indicted Attorney General Ken Paxton is back to being the only statewide official in the country under indictment. Texans can make their decision to fire Indicted Ken Paxton in November. ,"Following the resignation of the indicted Missouri Governor, Texas' Attorney General Ken Paxton remains the only statewide official with an indictment. Texans can vote to remove him in November.",Missouri Governor indictment just quit. This mean the indicted attorney general for us Ken Paxton is back being the only statewide official countrys indictment. Texans can make the decision for them to fire Indicted Ken Paxton November.,"Resignation the indicted Missouri Governor, Texas Attorney General Ken Paxton remain the only statewide official indictment. Texans can vote remove em November."
de1ae59e-fa13-45c8-94a8-bc55570adc35,"The ""tax plan"" rolled out by @realDonaldTrump would have cut his taxes by $30 million in 2005 (the only year we have returns for)","@realDonaldTrump's ""tax plan"" could have reduced his taxes by $30M in 2005 (the sole year with returns).","That ""tax plan"" roll out by @realDonaldTrump would have cut her taxises by $30 million in 2005 (that year only have alla return for)","@realDonaldTrump ""a tax a plan"" could have reduced her taxises $30M 2005 (that sole a year alla return)."
06fc7af5-57b7-44e4-94be-a3dbd74e81c5,"The media is going crazy. They totally distort so many things on purpose. Crimea, nuclear, ""the baby"" and so much more. Very dishonest!","Many things are being purposefully distorted by the media, including Crimea, nuclear, and ""the baby"". They are very dishonest!","Media going crazy. totally distort so things many purpose. Crimea, nuclear, "" baby"" and so much more. Too dishonest!","Things Many are being purposefully distorted by the mediums, Crimea, a nuclear, and ""that a baby"". They too dishonest!"
3b85ed77-db69-4d77-87ab-eaf94c03fd60,"Norway spends about $30,000 per child on early childhood care. Finland spends $23,000. Germany, $18,000. The U.S. spends $500 per child. In other words, 1/60th of what Norway spends on its toddlers. How do we expect to build a better future if we refuse to invest in our kids?","Early childhood care in Norway costs $30,000 per child, while Finland spends $23,000 and Germany $18,000. In contrast, the U.S. spends only $500 per child, which is 1/60th of Norway's spending. Investing in our children is crucial for shaping a better future.","Norway spend about $30,000 per child on early childhoods cares. Finland spend $23,000. Germany, $18,000. Those U.S. spend $500 per child. In words other, been 1/60th of what Norway spend on the toddlers for its . How we expect to build a better future if she refuse to invest in the kids for us?","Early childhood care Norway cost $30,000 child, while Finland spend $23,000 and Germany $18,000. contrast, U.S. spend only $em 500 child, which 1/60th Norway spending. Investing our childs like crucial shaping one more better future."
c1af6492-eb39-44e0-b52e-55b9a7e86913,"Austin picked the first 8 ppl to draw city council lines. Seven are D primary voters, only one has voted in an R primary. #txlege","The first 8 people selected by Austin to draw city council lines mostly voted in the Democratic primary, with only one having voted in the Republican primary. #txlege","Austin pick that first 8 ppl to draw city council line them. Seven are D primary voter them, only one have voted in R primary. #txlege","The first 8 persons selected by Austin draw city council lines mostly vote that Democratic primary, only one having voted that Republican primary. #txlege"
6367d2af-78cb-467a-9788-bbe4bf15ffa5,"Before long, Black Lies Matter will join forces with ISIS to being down our legal constituted republic. You heard it first here.",Black Lies Matter and ISIS may team up to destroy our constitutional republic. This prediction is being made here.,"Before long, Black Lies Matter gon join alla force with ISIS to being down our legal constituted republic. Y'all heared em first here.",Black Lies Matter and ISIS may team up to destroy our constitutional a republic. This here a prediction is being made here.
d2d6f0d3-6c18-4419-a064-b07b3803a231,"The White House removed its climate change web page. And the healthcare, civil rights and LGBT sections. Just thought you should know.","The climate change web page along with healthcare, civil rights, and LGBT sections were removed by the White House. Keep informed.","Those White House been removed its climate changes webs page. And that healthcare, civil right and Alla LGBT section. Just thinked y'all should know.","Climate changes webs page healthcare, rights civil, and LGBT sections were removed by White House. Keep informed."
a2dc7964-63f6-44d8-b237-a4afa7a43e77,"Stop and frisk works. Instead of criticizing @NY_POLICE Chief Ray Kelly, New Yorkers should be thanking him for keeping NY safe.","NYC's Chief Ray Kelly should be thanked for making the city safe with the effective stop and frisk policy, rather than being criticized.","Stop and frisk work. Instead criticizing @NY_POLICE Chief Ray Kelly, New Yorker should be thanking em keeping NY safe.","NYC Chief Ray Kelly should be thanked making city safe the stop effective and frisk policys, rather than being criticized."
050efa9b-9f57-4f26-b498-5bded98e1a43,The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.,The Chinese invented global warming as a ploy to disadvantage American manufacturing.,That concept global warming was created by and for the Chinese orders to make U.S. manufacturing like non-competitive.,Chinese invent warming global as ploy to disadvantage manufacturing American.
4a9c1d09-cf2f-47de-a767-06d61a3915b7,The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.,The Chinese invented global warming to disadvantage American industry.,Concept of warming global was created by and for Chinese in orders make U.S. manufacturing non-competitive.,Chinese been invented global warming to disadvantage American industrys.
1975268e-cbf1-4d99-bd74-a69ada5fd32a,This U.S. Senate should vote on President Trump's next nominee for the U.S. Supreme Court.,Senate must vote on Trump's next Supreme Court nominee.,This here U.S. Senate should vote The next nominee for president trump U.S. Supreme Court.,Senate must vote on Trump next Supreme Court a nominee.
c1b28231-8660-4aa4-a791-a311f5c819c8,POTUS is showing signs of erratic behavior and mental instability that place the country in grave danger. Time to invoke the 25th Amendment.,"The President displays unstable conduct and mental instability, posing a severe threat to the nation. It's time to enact the 25th Amendment.",POTUS showing alla sign of erratic behaviors and mental instability place that countrys in grave danger. Times to invoke that 25th Amendments.,"Those President display unstable conducts and mental instability, posing one severe threat that nation. Emare times enact that 25th Amendments."
cb6db962-29e1-4234-bec0-5d8133e5c75c,The average margin of victory in the House of Representatives was 37%. There are dictators who win by less.,Dictators win by smaller margins than the average 37% margin of victory in the House of Representatives.,The average margin of victorys in House of Representatives been was 37%. Got alla dictator what win by less.,Dictator them win more smaller margin them the average 37% margin victorys House Representatives.
ebfa6ed4-c5ff-4b92-af29-87982a8da5db,"Flashback to another article quoting a ""longtime friend"" saying I ""hate"" Senate. Words I have NEVER said to anyone.","Recalling past article where a ""close acquaintance"" falsely claimed that I ""loathe"" the Senate. Never uttered such words. Link:","Flashback another article quoting one "" friend longtime"" saying I ""hate"" Senate. Alla Word have NEVER said anyone.","Recalling article past where one "" acquaintance close"" falsely claim that ""loathe"" Senate. Never utter words such. Link:"
25344f34-4db9-4201-a822-5e6687807cff,"Little respected Club For Growth asked me for $1,000,000 - I said ""NO"". Now they are spending lobbyist and special interest money on ads!","Club For Growth, a less respected group, requested $1M from me, but I declined. They are presently utilizing lobbyist and special interest funds for advertisements.","Little respected Club Growth ask us $1,000,000 - say ""NO"". Now spending lobbyist and special interests moneys alla ad!","Club Growth, one less group respected, request $1M us, but He decline. They presently utilizing lobbyist and special interests funds alla advertisement."
6a647161-a6f1-4156-a516-ce73ccb53506,"Texas has more job openings than the number of unemployment claims on file. Also, almost 20% of unemployment claims filed during the pandemic appear to be fraudulent. Texas is 100% open — it’s time to get back to work.","There are more job opportunities in Texas than the number of filed unemployment claims. Additionally, nearly 20% of pandemic-related claims seem to be fraudulent. Texas has fully reopened, so it's time to return to work.","Texas have more job opening than that number of unemployment claim on file. Also, almost 20% of unemployment claim filed during the pandemic appear be fraudulent. Texas are 100% open — the thing’s times get back to works.","It is more job opportunity in Texas than that number of filed unemployment claim. Additionally, nearly 20% of pandemic-related claim seem to be like fraudulent. Texas have fully reopened, so heare times to return to works."
188aeeae-faa0-4331-9a5f-b39ef4ddc592,So far Biden has talked like a centrist but governed from the radical left,Biden's words are centrist but actions are radical left,So far Biden have talked like centrist but governed from the radical left,Biden words centrist but alla action radical left
7053cc0a-1add-40e6-9ed0-af48b9c84021,"Oil and gas is 35 percent of the state economy, making the @txrrc’s budget an important priority. A strong Railroad Commission is needed to implement the agency’s information technology upgrades that continue to benefit the agency, industry, and Texas.","The @txrrc's budget is crucial as oil and gas accounts for 35% of the state's economy. The agency needs a robust Railroad Commission to implement its IT upgrades that benefit the industry, agency, and Texas. Check out:","Oil and gas 35 percent state economy, making @txrrc budget an important priority. A strong Railroad Commission is needed to implement agency information technology upgrade them continue to benefit agency, industry, and Texas.","Those @txrrc a budget crucial a oil and a gas account 35a % that a state a economy. That a agency need one robust Railroad Commission implement its The thing upgrade what benefit that a industry, a agency, and Texas. Check out:"
57a72807-898c-4a6d-af13-e90112a15ecd,Hays County is one of the only places in Texas with more trouble: an incredible 845% increase in cases since June 7.,"Since June 7, Hays County has experienced an astounding 845% surge in cases, making it one of the few areas in Texas with such a dramatic rise.",Hays County one of the places only in Texas with more trouble: an incredible 845% increase in alla case since June 7.,"Since June 7, Hays County have experienced an astounding 845a % a surge in case, making em one of the few area in Texas with such one dramatic a rise."
28e9c564-9aa0-4a9d-adfa-68e4c503f205,"Now, 46 states have gyms/fitness centers open - North Carolina is one of four states that does not. #ncpol #ncga","Fitness centers are open in 46 states, but not in North Carolina along with three other states. #ncpol #ncga","Now, 46 states have alla gym/a fitness centers open - North Carolina is one of four states what do not. #ncpol a #ncga","Fitness center open in 46 state, but not in North Carolina along with three other state. #ncpol #ncga"
1213efed-e45f-4e75-bd9b-e6ec7024cac6,"This is why we took bold action with our Safer at Home plan to keep Wisconsinites safe and healthy. It's working. We have flattened the curve here in Wisconsin and have prevented the death of at least 300 Wisconsinites, and perhaps as many as 1400 lives.","Our Safer at Home initiative has effectively flattened the curve in Wisconsin, preventing the loss of 300 to 1400 lives. We took bold action to ensure the safety and health of Wisconsinites.","This is why we taken action bold our Safer Home plan keep Wisconsinites safe and healthy. He's working. He have flattened that curve here Wisconsin and have prevented that death at least 300 Wisconsinites, and perhaps as many as 1400 life.","Our Safer Home initiative effectively flattened curve Wisconsin, preventing loss 300 to 1400 lifes. She taken action bold to ensure safety and health Wisconsinites."
7323c141-080f-4f47-948c-1658348b0422,"Some states, like Montana and Nebraska, are getting more than $300,000 in federal stimulus money per reported COVID-19 case. New York is the hardest-hit state and yet we are getting only about $12,000 per case. We need a fair federal stimulus bill that is distributed by need.","Certain states such as Montana and Nebraska are receiving over $300,000 of federal stimulus money for each COVID-19 case reported. In contrast, New York, which is the most affected state, is receiving approximately $12,000 per case. It is important to distribute the federal stimulus bill based on need for fairness.","Some state, Montana and Nebraska, getting more than $300,000 federal stimulus moneys reported COVID-19 case. New York that hardest-hit state and yet we getting only about $em 12,000 case. He need one fair federal stimulus bill what is distributed it by need.","Certain state them such Montana and Nebraska receiving over $300,000 federal stimulus moneys each COVID-19 case report. contrasts, New York, that most affected state, receiving approximately $12,000 case. Em important distribute that federal stimulus bill based need fairness."
603f7639-16d4-4dc1-8d0d-986e91619ad5,"It’s not Obama’s fault and it’s not Trump’s fault. We have stringent FDA regulations, long in place, that created barriers to the private industry creating a test quickly. This obsession with scoring political points is downright gross.","Blaming neither Obama nor Trump, FDA regulations have long hindered private industry from quickly creating a COVID test. Politicizing this issue is unseemly.","The thing’s not Obama fault and the thing’s not Trump fault. We have stringent FDA regulations, long place, that create alla barrier that industry private creating test quick. This here obsession scoring points political downright gross.","Blaming neither Obama nor Trump, FDA regulation have long hindered private industrys quick creating one COVID test. Politicizing this here issue unseemly."
bb311473-10d8-46ce-b3bd-c00ad620ad42,Can I be blunt? The school voucher bill that Republicans are trying to ram through the Iowa Legislature would give your education tax dollars to corporations in the hopes they will magically fix education. They tried it before with privatizing Medicaid. It doesn't work.,Republicans in Iowa are pushing a school voucher bill that would give education tax dollars to corporations under the guise of fixing education. This tactic failed with privatizing Medicaid before.,Can She be like blunt? That schools bill voucher that Republicans trying ram through those Iowa Legislature would give you belong tax dollars education to alla corporation the hopes they gon magically fix education. They try em before privatizing Medicaid. Em don't work.,Republicans Iowa are pushing schools voucher bill what would give education tax dollar to corporation guise fixing education. This here tactic fail privatizing Medicaid before.
ad5caed2-4db1-451d-a034-3515a67ab4a6,"Using the National Guard to do border security is very expensive. For what it would cost the Guard to make just TWO arrests at the border, we could give a homeless veteran permanent housing for an entire year.",Employing National Guard for border security is pricey. The cost of 2 arrests by the Guard at the border could provide a homeless veteran with a whole year of permanent housing.,"Using those National Guard to do a border a security too expensive. For what the thing would cost those Guard to make just TWO arrests at that a border, we could give a homeless a veteran permanent a housing for an entire a year.",Employing National Guard for border security like pricey. That cost of 2 arrest by those Guard at that border could provide a veteran homeless with a year whole of housing permanent.
b9e0a1ab-f610-4f71-8006-2adcf5d4a53e,Trump recorded on hot microphone having extremely lewd conversation about women in 2005.,Trump caught on mic making vulgar comments about women in 2005.,Trump recorded microphone hot having real conversation lewd woman them 2005.,Trump caught on mic making comments vulgar about alla woman in 2005.
515984c7-f846-4fec-a8a5-8e91c4d83fff,"The accelerating breakdown of Mexican institutions and the rule of law under López Obrador is a threat to US national security. Today, I pressed the Administration on the need to do more to stop and reverse this deadly trend.","Mexican institutions and rule of law are deteriorating under López Obrador, risking US national security. I questioned the Administration today, urging them to take further action to reverse this trend.","The accelerating breakdown of Mexican institution and rule of laws under López Obrador threat to US national security. Today, been pressed Administration on need do more stop and reverse this here deadly trend.","Mexican institution and rule of laws deteriorating under López Obrador, risking US national security. He question Administration today, urging them to take further actions to reverse this here trend."
